source_order	canonical_unit_id	legacy_id_reference	image_index	source_image	source_image_sha256	row_in_image	visual_label_transcription	source_binding_status	raw_full_row_transcription_status
214	MEN-A1-00214	MEN-A1-0214	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	12	anlegen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
215	MEN-A1-00215	MEN-A1-0215	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	13	abstimmen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
216	MEN-A1-00216	MEN-A1-0216	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	14	über etw. abstimmen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
217	MEN-A1-00217	MEN-A1-0217	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	15	sich vorstellen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
218	MEN-A1-00218	MEN-A1-0218	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	16	vermuten	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
219	MEN-A1-00219	MEN-A1-0219	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	17	aufstehen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
220	MEN-A1-00220	MEN-A1-0220	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	18	anhaben	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
221	MEN-A1-00221	MEN-A1-0221	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	19	anziehen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
222	MEN-A1-00222	MEN-A1-0222	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	20	ausziehen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
223	MEN-A1-00223	MEN-A1-0223	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	21	sich ausziehen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
224	MEN-A1-00224	MEN-A1-0224	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	22	entwerfen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
225	MEN-A1-00225	MEN-A1-0225	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	23	wünschen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
226	MEN-A1-00226	MEN-A1-0226	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	24	schneien	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
227	MEN-A1-00227	MEN-A1-0227	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	25	regnen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
228	MEN-A1-00228	MEN-A1-0228	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	26	scheinen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
229	MEN-A1-00229	MEN-A1-0229	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	27	wegmachen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
230	MEN-A1-00230	MEN-A1-0230	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	28	blitzen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
231	MEN-A1-00231	MEN-A1-0231	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	29	erleben	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
232	MEN-A1-00232	MEN-A1-0232	8	Screenshot 2026-07-29 140950(5).png	3a1f90683d92267c1d2ba6f7a63bbc8a883fac62e6db0c76b70496c625ef678e	30	sammeln	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
233	MEN-A1-00233	MEN-A1-0233	9	Screenshot 2026-07-29 141002(5).png	f49af5ad8b60c9559a74d25acfa4528b7c622dd5834abcc570bfaa1d94c041e1	1	sich sammeln	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
234	MEN-A1-00234	MEN-A1-0234	9	Screenshot 2026-07-29 141002(5).png	f49af5ad8b60c9559a74d25acfa4528b7c622dd5834abcc570bfaa1d94c041e1	2	klingen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
235	MEN-A1-00235	MEN-A1-0235	9	Screenshot 2026-07-29 141002(5).png	f49af5ad8b60c9559a74d25acfa4528b7c622dd5834abcc570bfaa1d94c041e1	3	setzen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
236	MEN-A1-00236	MEN-A1-0236	9	Screenshot 2026-07-29 141002(5).png	f49af5ad8b60c9559a74d25acfa4528b7c622dd5834abcc570bfaa1d94c041e1	4	sich setzen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
237	MEN-A1-00237	MEN-A1-0237	9	Screenshot 2026-07-29 141002(5).png	f49af5ad8b60c9559a74d25acfa4528b7c622dd5834abcc570bfaa1d94c041e1	5	dabeihaben	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
238	MEN-A1-00238	MEN-A1-0238	9	Screenshot 2026-07-29 141002(5).png	f49af5ad8b60c9559a74d25acfa4528b7c622dd5834abcc570bfaa1d94c041e1	6	aufwachen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
239	MEN-A1-00239	MEN-A1-0239	9	Screenshot 2026-07-29 141002(5).png	f49af5ad8b60c9559a74d25acfa4528b7c622dd5834abcc570bfaa1d94c041e1	7	öffnen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
240	MEN-A1-00240	MEN-A1-0240	9	Screenshot 2026-07-29 141002(5).png	f49af5ad8b60c9559a74d25acfa4528b7c622dd5834abcc570bfaa1d94c041e1	8	bergen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
241	MEN-A1-00241	MEN-A1-0241	9	Screenshot 2026-07-29 141002(5).png	f49af5ad8b60c9559a74d25acfa4528b7c622dd5834abcc570bfaa1d94c041e1	9	ein Fest abhalten	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
242	MEN-A1-00242	MEN-A1-0242	9	Screenshot 2026-07-29 141002(5).png	f49af5ad8b60c9559a74d25acfa4528b7c622dd5834abcc570bfaa1d94c041e1	10	gratulieren	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
243	MEN-A1-00243	MEN-A1-0243	9	Screenshot 2026-07-29 141002(5).png	f49af5ad8b60c9559a74d25acfa4528b7c622dd5834abcc570bfaa1d94c041e1	11	schenken	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
244	MEN-A1-00244	MEN-A1-0244	9	Screenshot 2026-07-29 141002(5).png	f49af5ad8b60c9559a74d25acfa4528b7c622dd5834abcc570bfaa1d94c041e1	12	umziehen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
245	MEN-A1-00245	MEN-A1-0245	9	Screenshot 2026-07-29 141002(5).png	f49af5ad8b60c9559a74d25acfa4528b7c622dd5834abcc570bfaa1d94c041e1	13	sich umziehen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
246	MEN-A1-00246	MEN-A1-0246	9	Screenshot 2026-07-29 141002(5).png	f49af5ad8b60c9559a74d25acfa4528b7c622dd5834abcc570bfaa1d94c041e1	14	freuen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
247	MEN-A1-00247	MEN-A1-0247	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	1	sich um jdn./etw. kümmern	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
248	MEN-A1-00248	MEN-A1-0248	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	2	reparieren	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
249	MEN-A1-00249	MEN-A1-0249	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	3	schicken	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
250	MEN-A1-00250	MEN-A1-0250	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	4	vereinbaren	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
251	MEN-A1-00251	MEN-A1-0251	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	5	verschieben	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
252	MEN-A1-00252	MEN-A1-0252	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	6	sich verschieben	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
253	MEN-A1-00253	MEN-A1-0253	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	7	passen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
254	MEN-A1-00254	MEN-A1-0254	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	8	zu etw. passen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
255	MEN-A1-00255	MEN-A1-0255	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	9	tun	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
256	MEN-A1-00256	MEN-A1-0256	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	10	vor jdm./etw. Angst haben	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
257	MEN-A1-00257	MEN-A1-0257	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	11	warten / auf jdn./etw. warten	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
258	MEN-A1-00258	MEN-A1-0258	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	12	mitnehmen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
259	MEN-A1-00259	MEN-A1-0259	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	13	stecken	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
260	MEN-A1-00260	MEN-A1-0260	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	14	stecken bleiben	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
261	MEN-A1-00261	MEN-A1-0261	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	15	nerven	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
262	MEN-A1-00262	MEN-A1-0262	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	16	duschen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
263	MEN-A1-00263	MEN-A1-0263	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	17	schaffen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
264	MEN-A1-00264	MEN-A1-0264	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	18	hinbringen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
265	MEN-A1-00265	MEN-A1-0265	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	19	anerkennen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
266	MEN-A1-00266	MEN-A1-0266	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	20	abschließen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
267	MEN-A1-00267	MEN-A1-0267	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	21	anmelden	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
268	MEN-A1-00268	MEN-A1-0268	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	22	sich bei etw. anmelden	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
269	MEN-A1-00269	MEN-A1-0269	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	23	werden	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
270	MEN-A1-00270	MEN-A1-0270	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	24	zu Fuß gehen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
271	MEN-A1-00271	MEN-A1-0271	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	25	segeln	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
272	MEN-A1-00272	MEN-A1-0272	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	26	sich bewerben	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
273	MEN-A1-00273	MEN-A1-0273	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	27	sich bei jdm./etw. bewerben	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
274	MEN-A1-00274	MEN-A1-0274	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	28	sich um eine Stelle bewerben	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
275	MEN-A1-00275	MEN-A1-0275	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	29	bekommen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
276	MEN-A1-00276	MEN-A1-0276	10	Screenshot 2026-07-29 140901(5).png	1bb17a4a0b1fee36f70a317348da1e6a35471d6542c82b88a75318b6bc4a944f	30	durchkommen	IMAGE_BOUND	PENDING_FIELD_LEVEL_EXTRACTION
